num_columns,day_of_week,day,month,year,minute,hour,qhr,num_days_since_start,num_hours_since_start,num_mins_since_start,lineage,table_name,cluster_labels
69,3,1,9,2016,20,16,65,173,4167,250038,ghcn_d,ghcnd_1860,5
69,3,1,9,2016,23,16,65,173,4167,250041,ghcn_d,ghcnd_1861,5
69,3,1,9,2016,25,16,65,173,4167,250043,ghcn_d,ghcnd_1862,5
69,3,1,9,2016,25,16,65,173,4167,250043,ghcn_d,ghcnd_1863,5
69,3,1,9,2016,29,16,65,173,4167,250047,ghcn_d,ghcnd_1864,5
69,3,1,9,2016,29,16,65,173,4167,250048,ghcn_d,ghcnd_1865,5
69,3,1,9,2016,29,16,65,173,4167,250048,ghcn_d,ghcnd_1866,5
69,3,1,9,2016,39,17,70,173,4169,250118,ghcn_d,ghcnd_1867,5
69,3,1,9,2016,31,16,66,173,4167,250049,ghcn_d,ghcnd_1868,5
69,3,1,9,2016,34,16,66,173,4168,250052,ghcn_d,ghcnd_1869,5
69,3,1,9,2016,36,16,66,173,4168,250054,ghcn_d,ghcnd_1870,5
69,3,1,9,2016,14,17,68,173,4168,250092,ghcn_d,ghcnd_1871,5
69,3,1,9,2016,16,17,69,173,4168,250094,ghcn_d,ghcnd_1872,5
69,3,1,9,2016,16,17,69,173,4168,250094,ghcn_d,ghcnd_1873,5
69,3,1,9,2016,17,17,69,173,4168,250095,ghcn_d,ghcnd_1874,5
69,3,1,9,2016,17,17,69,173,4168,250095,ghcn_d,ghcnd_1875,5
69,3,1,9,2016,18,17,69,173,4168,250096,ghcn_d,ghcnd_1876,5
69,3,1,9,2016,18,17,69,173,4168,250096,ghcn_d,ghcnd_1877,5
69,3,1,9,2016,21,17,69,173,4168,250099,ghcn_d,ghcnd_1878,5
69,3,1,9,2016,25,17,69,173,4168,250103,ghcn_d,ghcnd_1879,5
69,3,1,9,2016,26,17,69,173,4168,250104,ghcn_d,ghcnd_1880,5
69,3,1,9,2016,26,17,69,173,4168,250104,ghcn_d,ghcnd_1881,5
69,3,1,9,2016,26,17,69,173,4168,250104,ghcn_d,ghcnd_1882,5
69,3,1,9,2016,26,17,69,173,4168,250104,ghcn_d,ghcnd_1883,5
69,3,1,9,2016,26,17,69,173,4168,250105,ghcn_d,ghcnd_1884,5
69,3,1,9,2016,28,17,69,173,4168,250106,ghcn_d,ghcnd_1885,5
69,3,1,9,2016,27,17,69,173,4168,250105,ghcn_d,ghcnd_1886,5
69,3,1,9,2016,29,17,69,173,4168,250108,ghcn_d,ghcnd_1887,5
69,3,1,9,2016,28,17,69,173,4168,250106,ghcn_d,ghcnd_1888,5
69,3,1,9,2016,29,17,69,173,4168,250107,ghcn_d,ghcnd_1889,5
69,3,1,9,2016,29,17,69,173,4168,250107,ghcn_d,ghcnd_1890,5
69,3,1,9,2016,31,17,70,173,4168,250109,ghcn_d,ghcnd_1891,5
69,3,1,9,2016,43,15,62,173,4167,250001,ghcn_d,ghcnd_1892,5
69,3,1,9,2016,45,15,63,173,4167,250003,ghcn_d,ghcnd_1893,5
69,3,1,9,2016,46,15,63,173,4167,250004,ghcn_d,ghcnd_1894,5
69,3,1,9,2016,49,15,63,173,4167,250007,ghcn_d,ghcnd_1895,5
69,3,1,9,2016,49,15,63,173,4167,250007,ghcn_d,ghcnd_1896,5
69,3,1,9,2016,49,15,63,173,4167,250007,ghcn_d,ghcnd_1897,5
69,3,1,9,2016,49,15,63,173,4167,250007,ghcn_d,ghcnd_1898,5
69,3,1,9,2016,49,15,63,173,4167,250007,ghcn_d,ghcnd_1899,5
69,3,1,9,2016,50,15,63,173,4167,250008,ghcn_d,ghcnd_1900,5
69,3,1,9,2016,51,15,63,173,4167,250009,ghcn_d,ghcnd_1901,5
69,3,1,9,2016,53,15,63,173,4167,250012,ghcn_d,ghcnd_1902,5
69,3,1,9,2016,55,15,63,173,4167,250013,ghcn_d,ghcnd_1903,5
69,3,1,9,2016,58,15,63,173,4167,250016,ghcn_d,ghcnd_1904,5
69,3,1,9,2016,57,15,63,173,4167,250016,ghcn_d,ghcnd_1905,5
69,3,1,9,2016,56,15,63,173,4167,250014,ghcn_d,ghcnd_1906,5
69,3,1,9,2016,3,16,64,173,4167,250021,ghcn_d,ghcnd_1907,5
69,3,1,9,2016,59,15,63,173,4167,250017,ghcn_d,ghcnd_1908,5
69,3,1,9,2016,57,15,63,173,4167,250015,ghcn_d,ghcnd_1909,5
69,3,1,9,2016,57,15,63,173,4167,250015,ghcn_d,ghcnd_1910,5
69,3,1,9,2016,3,16,64,173,4167,250021,ghcn_d,ghcnd_1911,5
69,3,1,9,2016,9,16,64,173,4167,250027,ghcn_d,ghcnd_1912,5
69,3,1,9,2016,10,16,64,173,4167,250028,ghcn_d,ghcnd_1913,5
69,3,1,9,2016,13,16,64,173,4167,250031,ghcn_d,ghcnd_1914,5
69,3,1,9,2016,12,16,64,173,4167,250030,ghcn_d,ghcnd_1915,5
69,3,1,9,2016,13,16,64,173,4167,250031,ghcn_d,ghcnd_1916,5
69,3,1,9,2016,12,16,64,173,4167,250030,ghcn_d,ghcnd_1917,5
69,3,1,9,2016,37,16,66,173,4168,250055,ghcn_d,ghcnd_1918,5
69,3,1,9,2016,40,16,66,173,4168,250059,ghcn_d,ghcnd_1919,5
69,3,1,9,2016,41,16,66,173,4168,250059,ghcn_d,ghcnd_1920,5
69,3,1,9,2016,45,16,67,173,4168,250063,ghcn_d,ghcnd_1921,5
69,3,1,9,2016,46,16,67,173,4168,250064,ghcn_d,ghcnd_1922,5
69,3,1,9,2016,42,16,66,173,4168,250060,ghcn_d,ghcnd_1923,5
69,3,1,9,2016,44,16,66,173,4168,250062,ghcn_d,ghcnd_1924,5
69,3,1,9,2016,44,16,66,173,4168,250062,ghcn_d,ghcnd_1925,5
69,3,1,9,2016,47,16,67,173,4168,250065,ghcn_d,ghcnd_1926,5
69,3,1,9,2016,44,16,66,173,4168,250062,ghcn_d,ghcnd_1927,5
69,3,1,9,2016,47,16,67,173,4168,250065,ghcn_d,ghcnd_1928,5
69,3,1,9,2016,47,16,67,173,4168,250065,ghcn_d,ghcnd_1929,5
69,3,1,9,2016,46,16,67,173,4168,250064,ghcn_d,ghcnd_1930,5
69,3,1,9,2016,9,14,56,173,4165,249907,ghcn_d,ghcnd_1931,5
69,3,1,9,2016,1,14,56,173,4165,249899,ghcn_d,ghcnd_1932,5
69,3,1,9,2016,30,13,54,173,4164,249869,ghcn_d,ghcnd_1933,5
69,2,31,8,2016,16,21,85,172,4148,248894,ghcn_d,ghcnd_1934,5
69,2,31,8,2016,43,20,82,172,4148,248861,ghcn_d,ghcnd_1935,5
69,2,31,8,2016,26,21,85,172,4148,248904,ghcn_d,ghcnd_1936,5
69,2,31,8,2016,48,21,87,172,4149,248926,ghcn_d,ghcnd_1937,5
69,2,31,8,2016,25,21,85,172,4148,248904,ghcn_d,ghcnd_1938,5
69,2,31,8,2016,21,21,85,172,4148,248899,ghcn_d,ghcnd_1939,5
69,2,31,8,2016,39,17,70,172,4145,248677,ghcn_d,ghcnd_1940,5
69,2,31,8,2016,39,17,70,172,4145,248677,ghcn_d,ghcnd_1941,5
69,2,31,8,2016,38,17,70,172,4145,248677,ghcn_d,ghcnd_1942,5
69,2,31,8,2016,38,17,70,172,4145,248676,ghcn_d,ghcnd_1943,5
69,2,31,8,2016,38,17,70,172,4145,248676,ghcn_d,ghcnd_1944,5
69,2,31,8,2016,34,16,66,172,4144,248612,ghcn_d,ghcnd_1945,5
69,2,31,8,2016,34,16,66,172,4144,248612,ghcn_d,ghcnd_1946,5
69,2,31,8,2016,34,16,66,172,4144,248612,ghcn_d,ghcnd_1947,5
69,2,31,8,2016,33,16,66,172,4144,248612,ghcn_d,ghcnd_1948,5
69,2,31,8,2016,55,13,55,172,4141,248453,ghcn_d,ghcnd_1949,5
69,1,30,8,2016,53,19,79,171,4123,247371,ghcn_d,ghcnd_1950,53
69,1,30,8,2016,53,19,79,171,4123,247371,ghcn_d,ghcnd_1951,53
69,1,30,8,2016,53,19,79,171,4123,247371,ghcn_d,ghcnd_1952,53
69,1,30,8,2016,53,19,79,171,4123,247371,ghcn_d,ghcnd_1953,53
69,1,30,8,2016,53,19,79,171,4123,247371,ghcn_d,ghcnd_1954,53
69,1,30,8,2016,52,19,79,171,4123,247371,ghcn_d,ghcnd_1955,53
69,1,30,8,2016,52,19,79,171,4123,247370,ghcn_d,ghcnd_1956,53
69,1,30,8,2016,52,19,79,171,4123,247370,ghcn_d,ghcnd_1957,53
69,1,30,8,2016,52,19,79,171,4123,247370,ghcn_d,ghcnd_1958,53
69,1,30,8,2016,52,19,79,171,4123,247370,ghcn_d,ghcnd_1959,53
69,1,30,8,2016,23,17,69,171,4120,247221,ghcn_d,ghcnd_1960,53
69,1,30,8,2016,23,17,69,171,4120,247221,ghcn_d,ghcnd_1961,53
69,1,30,8,2016,23,17,69,171,4120,247221,ghcn_d,ghcnd_1962,53
69,1,30,8,2016,23,17,69,171,4120,247221,ghcn_d,ghcnd_1963,53
69,1,30,8,2016,20,17,69,171,4120,247219,ghcn_d,ghcnd_1964,53
69,1,30,8,2016,20,17,69,171,4120,247218,ghcn_d,ghcnd_1965,53
69,1,30,8,2016,20,17,69,171,4120,247218,ghcn_d,ghcnd_1966,53
69,1,30,8,2016,20,17,69,171,4120,247218,ghcn_d,ghcnd_1967,53
69,1,30,8,2016,20,17,69,171,4120,247218,ghcn_d,ghcnd_1968,53
69,1,30,8,2016,20,17,69,171,4120,247218,ghcn_d,ghcnd_1969,53
69,0,29,8,2016,39,17,70,170,4097,245797,ghcn_d,ghcnd_1970,53
69,0,29,8,2016,38,17,70,170,4097,245797,ghcn_d,ghcnd_1971,53
69,0,29,8,2016,38,17,70,170,4097,245796,ghcn_d,ghcnd_1972,53
69,0,29,8,2016,38,17,70,170,4097,245796,ghcn_d,ghcnd_1973,53
69,0,29,8,2016,38,17,70,170,4097,245796,ghcn_d,ghcnd_1974,53
69,0,29,8,2016,20,15,61,170,4094,245658,ghcn_d,ghcnd_1975,53
69,0,29,8,2016,20,15,61,170,4094,245658,ghcn_d,ghcnd_1976,53
69,0,29,8,2016,20,15,61,170,4094,245658,ghcn_d,ghcnd_1977,53
69,0,29,8,2016,20,15,61,170,4094,245658,ghcn_d,ghcnd_1978,53
69,0,29,8,2016,20,15,61,170,4094,245658,ghcn_d,ghcnd_1979,53
69,0,29,8,2016,13,13,52,170,4092,245531,ghcn_d,ghcnd_1980,53
69,0,29,8,2016,13,13,52,170,4092,245531,ghcn_d,ghcnd_1981,53
69,0,29,8,2016,13,13,52,170,4092,245531,ghcn_d,ghcnd_1982,53
69,0,29,8,2016,12,13,52,170,4092,245531,ghcn_d,ghcnd_1983,53
69,0,29,8,2016,12,13,52,170,4092,245530,ghcn_d,ghcnd_1984,53
69,4,26,8,2016,53,18,75,167,4026,241551,ghcn_d,ghcnd_1985,68
69,4,26,8,2016,53,18,75,167,4026,241551,ghcn_d,ghcnd_1986,68
69,4,26,8,2016,53,18,75,167,4026,241551,ghcn_d,ghcnd_1987,68
69,4,26,8,2016,53,18,75,167,4026,241551,ghcn_d,ghcnd_1988,68
69,4,26,8,2016,53,18,75,167,4026,241551,ghcn_d,ghcnd_1989,68
69,4,26,8,2016,54,16,67,167,4024,241432,ghcn_d,ghcnd_1990,68
69,4,26,8,2016,30,15,62,167,4022,241348,ghcn_d,ghcnd_1991,68
69,4,26,8,2016,30,15,62,167,4022,241348,ghcn_d,ghcnd_1992,68
69,4,26,8,2016,30,15,62,167,4022,241348,ghcn_d,ghcnd_1993,68
69,4,26,8,2016,30,15,62,167,4022,241348,ghcn_d,ghcnd_1994,68
69,4,26,8,2016,24,14,57,167,4021,241282,ghcn_d,ghcnd_1995,68
69,4,26,8,2016,24,14,57,167,4021,241282,ghcn_d,ghcnd_1996,68
69,4,26,8,2016,24,14,57,167,4021,241282,ghcn_d,ghcnd_1997,68
69,4,26,8,2016,24,14,57,167,4021,241282,ghcn_d,ghcnd_1998,68
69,4,26,8,2016,23,14,57,167,4021,241282,ghcn_d,ghcnd_1999,68
69,1,23,8,2016,35,19,78,164,3955,237273,ghcn_d,ghcnd_2000,35
69,1,23,8,2016,24,13,53,164,3948,236902,ghcn_d,ghcnd_2001,35
69,1,23,8,2016,24,13,53,164,3948,236902,ghcn_d,ghcnd_2002,35
69,1,23,8,2016,24,13,53,164,3948,236902,ghcn_d,ghcnd_2003,35
69,0,22,8,2016,37,21,86,163,3933,235955,ghcn_d,ghcnd_2004,35
69,0,22,8,2016,37,21,86,163,3933,235955,ghcn_d,ghcnd_2005,35
69,0,22,8,2016,37,21,86,163,3933,235955,ghcn_d,ghcnd_2006,35
69,0,22,8,2016,52,17,71,163,3929,235730,ghcn_d,ghcnd_2007,35
69,0,22,8,2016,52,17,71,163,3929,235730,ghcn_d,ghcnd_2008,35
69,0,22,8,2016,52,17,71,163,3929,235730,ghcn_d,ghcnd_2009,35
69,0,22,8,2016,17,16,65,163,3927,235635,ghcn_d,ghcnd_2010,35
69,0,22,8,2016,42,15,62,163,3927,235600,ghcn_d,ghcnd_2011,35
69,0,22,8,2016,39,15,62,163,3927,235597,ghcn_d,ghcnd_2012,35
69,0,22,8,2016,47,14,59,163,3926,235545,ghcn_d,ghcnd_2013,35
69,0,22,8,2016,23,13,53,163,3924,235461,ghcn_d,ghcnd_2014,35
69,3,18,8,2016,33,21,86,159,3837,230191,ghcn_d,ghcnd_2015,70
69,3,18,8,2016,57,21,87,159,3837,230215,ghcn_d,ghcnd_2016,70
69,3,26,1,2017,7,15,60,320,7694,461646,ghcn_d,ghcnd_2017,27
69,2,10,1,2018,57,19,79,669,16075,964496,ghcn_d,ghcnd_2018,19
16,3,18,8,2016,8,13,52,159,3828,229686,ghcn_d,ghcnd_countries,70
67,3,18,8,2016,26,13,53,159,3828,229704,ghcn_d,ghcnd_inventory,70
16,2,17,8,2016,27,18,73,158,3809,228566,ghcn_d,ghcnd_states,70
98,3,18,8,2016,24,13,53,159,3828,229702,ghcn_d,ghcnd_stations,70
553,4,19,8,2016,0,21,84,160,3860,231598,ghcn_m,ghcnm_tavg,70
156,2,17,8,2016,36,15,62,158,3807,228395,ghcn_m,ghcnm_tavg_stations,70
553,4,19,8,2016,1,21,84,160,3860,231599,ghcn_m,ghcnm_tmax,70
156,4,19,8,2016,21,20,81,160,3859,231559,ghcn_m,ghcnm_tmax_stations,70
553,4,19,8,2016,1,21,84,160,3860,231599,ghcn_m,ghcnm_tmin,70
156,4,19,8,2016,21,20,81,160,3859,231559,ghcn_m,ghcnm_tmin_stations,70
147,2,23,3,2016,39,4,18,11,268,16057,github_repos,commits,2
45,5,12,3,2016,18,4,17,0,3,196,github_repos,contents,2
60,5,12,3,2016,48,3,15,0,3,167,github_repos,files,2
25,2,16,3,2016,43,22,90,4,118,7061,github_repos,languages,2
24,6,13,3,2016,34,4,18,1,28,1652,github_repos,licenses,2
147,3,23,6,2016,11,16,64,103,2487,149229,github_repos,sample_commits,40
134,1,24,5,2016,50,18,75,73,1770,106188,github_repos,sample_contents,18
60,1,24,5,2016,30,18,74,73,1769,106168,github_repos,sample_files,18
28,1,24,5,2016,28,18,73,73,1769,106167,github_repos,sample_repos,18
214,2,28,3,2018,15,16,65,746,17919,1075153,google_analytics_sample,ga_sessions_20160801,0
214,2,28,3,2018,15,16,65,746,17919,1075153,google_analytics_sample,ga_sessions_20160802,0
214,2,28,3,2018,16,16,65,746,17919,1075154,google_analytics_sample,ga_sessions_20160803,0
214,2,28,3,2018,10,18,72,746,17921,1075268,google_analytics_sample,ga_sessions_20160804,0
214,2,28,3,2018,11,18,72,746,17921,1075269,google_analytics_sample,ga_sessions_20160805,0
214,2,28,3,2018,11,18,72,746,17921,1075269,google_analytics_sample,ga_sessions_20160806,0
214,2,28,3,2018,12,18,72,746,17921,1075270,google_analytics_sample,ga_sessions_20160807,0
214,2,28,3,2018,13,18,72,746,17921,1075271,google_analytics_sample,ga_sessions_20160808,0
214,3,29,3,2018,14,0,0,746,17927,1075632,google_analytics_sample,ga_sessions_20160809,0
214,3,29,3,2018,14,0,0,746,17927,1075633,google_analytics_sample,ga_sessions_20160810,0
214,3,29,3,2018,15,0,1,746,17927,1075633,google_analytics_sample,ga_sessions_20160811,0
214,3,29,3,2018,13,8,32,747,17935,1076111,google_analytics_sample,ga_sessions_20160812,0
214,3,29,3,2018,13,8,32,747,17935,1076112,google_analytics_sample,ga_sessions_20160813,0
214,3,29,3,2018,14,8,32,747,17935,1076112,google_analytics_sample,ga_sessions_20160814,0
214,3,29,3,2018,15,8,33,747,17935,1076113,google_analytics_sample,ga_sessions_20160815,0
214,3,29,3,2018,15,8,33,747,17935,1076114,google_analytics_sample,ga_sessions_20160816,0
214,3,29,3,2018,16,8,33,747,17935,1076114,google_analytics_sample,ga_sessions_20160817,0
214,3,29,3,2018,18,8,33,747,17935,1076116,google_analytics_sample,ga_sessions_20160818,0
214,3,29,3,2018,18,8,33,747,17935,1076116,google_analytics_sample,ga_sessions_20160819,0
214,3,29,3,2018,19,8,33,747,17935,1076117,google_analytics_sample,ga_sessions_20160820,0
214,3,29,3,2018,20,8,33,747,17935,1076118,google_analytics_sample,ga_sessions_20160821,0
214,3,29,3,2018,20,8,33,747,17935,1076118,google_analytics_sample,ga_sessions_20160822,0
214,3,29,3,2018,21,8,33,747,17935,1076119,google_analytics_sample,ga_sessions_20160823,0
214,3,29,3,2018,22,8,33,747,17935,1076120,google_analytics_sample,ga_sessions_20160824,0
214,3,29,3,2018,22,8,33,747,17935,1076120,google_analytics_sample,ga_sessions_20160825,0
214,3,29,3,2018,23,14,57,747,17941,1076481,google_analytics_sample,ga_sessions_20160826,0
214,3,29,3,2018,24,14,57,747,17941,1076482,google_analytics_sample,ga_sessions_20160827,0
214,3,29,3,2018,25,14,57,747,17941,1076483,google_analytics_sample,ga_sessions_20160828,0
214,3,29,3,2018,26,14,57,747,17941,1076484,google_analytics_sample,ga_sessions_20160829,0
214,3,29,3,2018,26,14,57,747,17941,1076484,google_analytics_sample,ga_sessions_20160830,0
214,3,29,3,2018,27,14,57,747,17941,1076485,google_analytics_sample,ga_sessions_20160831,0
214,3,29,3,2018,28,14,57,747,17941,1076486,google_analytics_sample,ga_sessions_20160901,0
214,3,29,3,2018,28,14,57,747,17941,1076486,google_analytics_sample,ga_sessions_20160902,0
214,3,29,3,2018,30,14,58,747,17941,1076488,google_analytics_sample,ga_sessions_20160903,0
214,3,29,3,2018,30,14,58,747,17941,1076488,google_analytics_sample,ga_sessions_20160904,0
214,3,29,3,2018,30,14,58,747,17941,1076488,google_analytics_sample,ga_sessions_20160905,0
214,3,29,3,2018,31,14,58,747,17941,1076489,google_analytics_sample,ga_sessions_20160906,0
214,3,29,3,2018,32,14,58,747,17942,1076491,google_analytics_sample,ga_sessions_20160907,0
214,3,29,3,2018,33,14,58,747,17942,1076491,google_analytics_sample,ga_sessions_20160908,0
214,3,29,3,2018,49,16,67,747,17944,1076627,google_analytics_sample,ga_sessions_20160909,0
214,3,29,3,2018,50,16,67,747,17944,1076628,google_analytics_sample,ga_sessions_20160910,0
214,3,29,3,2018,25,17,69,747,17944,1076663,google_analytics_sample,ga_sessions_20160911,0
214,3,29,3,2018,26,17,69,747,17944,1076664,google_analytics_sample,ga_sessions_20160912,0
214,3,29,3,2018,26,17,69,747,17944,1076664,google_analytics_sample,ga_sessions_20160913,0
214,3,29,3,2018,27,17,69,747,17944,1076665,google_analytics_sample,ga_sessions_20160914,0
214,3,29,3,2018,27,17,69,747,17944,1076665,google_analytics_sample,ga_sessions_20160915,0
214,3,29,3,2018,27,17,69,747,17944,1076666,google_analytics_sample,ga_sessions_20160916,0
214,3,29,3,2018,28,17,69,747,17944,1076666,google_analytics_sample,ga_sessions_20160917,0
214,3,29,3,2018,29,17,69,747,17944,1076667,google_analytics_sample,ga_sessions_20160918,0
214,3,29,3,2018,29,17,69,747,17944,1076667,google_analytics_sample,ga_sessions_20160919,0
214,3,29,3,2018,29,17,69,747,17944,1076667,google_analytics_sample,ga_sessions_20160920,0
214,3,29,3,2018,30,17,70,747,17944,1076668,google_analytics_sample,ga_sessions_20160921,0
214,3,29,3,2018,52,22,91,747,17950,1076990,google_analytics_sample,ga_sessions_20160922,0
214,3,29,3,2018,52,22,91,747,17950,1076991,google_analytics_sample,ga_sessions_20160923,0
214,3,29,3,2018,53,22,91,747,17950,1076991,google_analytics_sample,ga_sessions_20160924,0
214,3,29,3,2018,54,22,91,747,17950,1076992,google_analytics_sample,ga_sessions_20160925,0
214,3,29,3,2018,55,22,91,747,17950,1076993,google_analytics_sample,ga_sessions_20160926,0
214,3,29,3,2018,56,22,91,747,17950,1076994,google_analytics_sample,ga_sessions_20160927,0
214,3,29,3,2018,56,22,91,747,17950,1076994,google_analytics_sample,ga_sessions_20160928,0
214,3,29,3,2018,57,22,91,747,17950,1076995,google_analytics_sample,ga_sessions_20160929,0
214,3,29,3,2018,57,22,91,747,17950,1076996,google_analytics_sample,ga_sessions_20160930,0
214,3,29,3,2018,58,22,91,747,17950,1076996,google_analytics_sample,ga_sessions_20161001,0
214,3,29,3,2018,59,22,91,747,17950,1076997,google_analytics_sample,ga_sessions_20161002,0
214,3,29,3,2018,59,22,91,747,17950,1076997,google_analytics_sample,ga_sessions_20161003,0
214,3,29,3,2018,0,23,92,747,17950,1076998,google_analytics_sample,ga_sessions_20161004,0
214,3,29,3,2018,0,23,92,747,17950,1076999,google_analytics_sample,ga_sessions_20161005,0
214,3,29,3,2018,1,23,92,747,17950,1076999,google_analytics_sample,ga_sessions_20161006,0
214,3,29,3,2018,1,23,92,747,17950,1076999,google_analytics_sample,ga_sessions_20161007,0
214,3,29,3,2018,2,23,92,747,17950,1077000,google_analytics_sample,ga_sessions_20161008,0
214,3,29,3,2018,2,23,92,747,17950,1077000,google_analytics_sample,ga_sessions_20161009,0
214,3,29,3,2018,3,23,92,747,17950,1077001,google_analytics_sample,ga_sessions_20161010,0
214,3,29,3,2018,3,23,92,747,17950,1077001,google_analytics_sample,ga_sessions_20161011,0
214,3,29,3,2018,4,23,92,747,17950,1077002,google_analytics_sample,ga_sessions_20161012,0
214,3,29,3,2018,4,23,92,747,17950,1077002,google_analytics_sample,ga_sessions_20161013,0
214,3,29,3,2018,5,23,92,747,17950,1077003,google_analytics_sample,ga_sessions_20161014,0
214,3,29,3,2018,5,23,92,747,17950,1077003,google_analytics_sample,ga_sessions_20161015,0
214,4,30,3,2018,3,5,20,748,17956,1077361,google_analytics_sample,ga_sessions_20161016,0
214,4,30,3,2018,3,5,20,748,17956,1077361,google_analytics_sample,ga_sessions_20161017,0
214,4,30,3,2018,4,5,20,748,17956,1077362,google_analytics_sample,ga_sessions_20161018,0
214,4,30,3,2018,5,5,20,748,17956,1077363,google_analytics_sample,ga_sessions_20161019,0
214,4,30,3,2018,55,10,43,748,17962,1077713,google_analytics_sample,ga_sessions_20161020,0
214,4,30,3,2018,55,10,43,748,17962,1077713,google_analytics_sample,ga_sessions_20161021,0
214,4,30,3,2018,55,10,43,748,17962,1077713,google_analytics_sample,ga_sessions_20161022,0
214,4,30,3,2018,56,10,43,748,17962,1077714,google_analytics_sample,ga_sessions_20161023,0
214,4,30,3,2018,56,10,43,748,17962,1077715,google_analytics_sample,ga_sessions_20161024,0
214,4,30,3,2018,57,10,43,748,17962,1077715,google_analytics_sample,ga_sessions_20161025,0
214,4,30,3,2018,57,10,43,748,17962,1077715,google_analytics_sample,ga_sessions_20161026,0
214,4,30,3,2018,23,11,45,748,17962,1077742,google_analytics_sample,ga_sessions_20161027,0
214,4,30,3,2018,31,11,46,748,17962,1077749,google_analytics_sample,ga_sessions_20161028,0
214,4,30,3,2018,31,11,46,748,17962,1077750,google_analytics_sample,ga_sessions_20161029,0
214,4,30,3,2018,32,11,46,748,17962,1077750,google_analytics_sample,ga_sessions_20161030,0
214,4,30,3,2018,32,11,46,748,17963,1077750,google_analytics_sample,ga_sessions_20161031,0
214,4,30,3,2018,33,11,46,748,17963,1077751,google_analytics_sample,ga_sessions_20161101,0
214,4,30,3,2018,33,11,46,748,17963,1077751,google_analytics_sample,ga_sessions_20161102,0
214,4,30,3,2018,34,11,46,748,17963,1077752,google_analytics_sample,ga_sessions_20161103,0
214,4,30,3,2018,44,11,46,748,17963,1077762,google_analytics_sample,ga_sessions_20161104,0
214,4,30,3,2018,45,11,47,748,17963,1077763,google_analytics_sample,ga_sessions_20161105,0
214,4,30,3,2018,45,11,47,748,17963,1077763,google_analytics_sample,ga_sessions_20161106,0
214,4,30,3,2018,3,12,48,748,17963,1077781,google_analytics_sample,ga_sessions_20161107,0
214,4,30,3,2018,4,12,48,748,17963,1077782,google_analytics_sample,ga_sessions_20161108,0
214,4,30,3,2018,4,12,48,748,17963,1077782,google_analytics_sample,ga_sessions_20161109,0
214,4,30,3,2018,5,12,48,748,17963,1077783,google_analytics_sample,ga_sessions_20161110,0
214,4,30,3,2018,6,12,48,748,17963,1077784,google_analytics_sample,ga_sessions_20161111,0
214,4,30,3,2018,7,12,48,748,17963,1077785,google_analytics_sample,ga_sessions_20161112,0
214,4,30,3,2018,7,12,48,748,17963,1077785,google_analytics_sample,ga_sessions_20161113,0
214,4,30,3,2018,8,12,48,748,17963,1077786,google_analytics_sample,ga_sessions_20161114,0
214,4,30,3,2018,9,12,48,748,17963,1077787,google_analytics_sample,ga_sessions_20161115,0
214,4,30,3,2018,9,12,48,748,17963,1077788,google_analytics_sample,ga_sessions_20161116,0
214,4,30,3,2018,10,12,48,748,17963,1077788,google_analytics_sample,ga_sessions_20161117,0
214,4,30,3,2018,11,12,48,748,17963,1077789,google_analytics_sample,ga_sessions_20161118,0
214,4,30,3,2018,11,12,48,748,17963,1077789,google_analytics_sample,ga_sessions_20161119,0
214,4,30,3,2018,12,12,48,748,17963,1077790,google_analytics_sample,ga_sessions_20161120,0
214,4,30,3,2018,13,12,48,748,17963,1077791,google_analytics_sample,ga_sessions_20161121,0
214,4,30,3,2018,13,12,48,748,17963,1077791,google_analytics_sample,ga_sessions_20161122,0
214,4,30,3,2018,14,12,48,748,17963,1077792,google_analytics_sample,ga_sessions_20161123,0
214,4,30,3,2018,15,12,49,748,17963,1077793,google_analytics_sample,ga_sessions_20161124,0
214,4,30,3,2018,15,12,49,748,17963,1077794,google_analytics_sample,ga_sessions_20161125,0
214,4,30,3,2018,16,12,49,748,17963,1077794,google_analytics_sample,ga_sessions_20161126,0
214,4,30,3,2018,57,12,51,748,17964,1077835,google_analytics_sample,ga_sessions_20161127,0
214,4,30,3,2018,58,12,51,748,17964,1077836,google_analytics_sample,ga_sessions_20161128,0
214,4,30,3,2018,58,12,51,748,17964,1077837,google_analytics_sample,ga_sessions_20161129,0
214,4,30,3,2018,59,12,51,748,17964,1077837,google_analytics_sample,ga_sessions_20161130,0
214,4,30,3,2018,0,13,52,748,17964,1077838,google_analytics_sample,ga_sessions_20161201,0
214,4,30,3,2018,1,13,52,748,17964,1077839,google_analytics_sample,ga_sessions_20161202,0
214,4,30,3,2018,2,13,52,748,17964,1077840,google_analytics_sample,ga_sessions_20161203,0
214,4,30,3,2018,2,13,52,748,17964,1077840,google_analytics_sample,ga_sessions_20161204,0
214,4,30,3,2018,3,13,52,748,17964,1077841,google_analytics_sample,ga_sessions_20161205,0
214,4,30,3,2018,4,13,52,748,17964,1077842,google_analytics_sample,ga_sessions_20161206,0
214,4,30,3,2018,5,13,52,748,17964,1077843,google_analytics_sample,ga_sessions_20161207,0
214,4,30,3,2018,5,13,52,748,17964,1077843,google_analytics_sample,ga_sessions_20161208,0
214,4,30,3,2018,6,13,52,748,17964,1077844,google_analytics_sample,ga_sessions_20161209,0
