,dataset_description,dataset_id,project_id,table_columns,table_created,table_description,table_id,table_modified,table_num_bytes,table_num_rows,table_partitioning_type,table_type
87,US Environmental Protection Agency. Air Quality System Data Mart [internet database] available via https://www.epa.gov/airdata. Accessed today.,epa_historical_air_quality,bigquery-public-data,"['state_code', 'county_code', 'site_num', 'parameter_code', 'poc', 'latitude', 'longitude', 'datum', 'parameter_name', 'sample_duration', 'pollutant_standard', 'date_local', 'units_of_measure', 'event_type', 'observation_count', 'observation_percent', 'arithmetic_mean', 'first_max_value', 'first_max_hour', 'aqi', 'method_code', 'method_name', 'local_site_name', 'address', 'state_name', 'county_name', 'city_name', 'cbsa_name', 'date_of_last_change']",2017-04-12 19:34:46,,o3_daily_summary,2018-11-29 14:40:24,2792059409,9191451,,TABLE
88,US Environmental Protection Agency. Air Quality System Data Mart [internet database] available via https://www.epa.gov/airdata. Accessed today.,epa_historical_air_quality,bigquery-public-data,"['state_code', 'county_code', 'site_num', 'parameter_code', 'poc', 'latitude', 'longitude', 'datum', 'parameter_name', 'date_local', 'time_local', 'date_gmt', 'time_gmt', 'sample_measurement', 'units_of_measure', 'mdl', 'uncertainty', 'qualifier', 'method_type', 'method_code', 'method_name', 'state_name', 'county_name', 'date_of_last_change']",2017-04-20 03:58:50,,o3_hourly_summary,2018-11-29 15:00:12,42134200107,213366290,,TABLE
89,US Environmental Protection Agency. Air Quality System Data Mart [internet database] available via https://www.epa.gov/airdata. Accessed today.,epa_historical_air_quality,bigquery-public-data,"['state_code', 'county_code', 'site_num', 'parameter_code', 'poc', 'latitude', 'longitude', 'datum', 'parameter_name', 'sample_duration', 'pollutant_standard', 'date_local', 'units_of_measure', 'event_type', 'observation_count', 'observation_percent', 'arithmetic_mean', 'first_max_value', 'first_max_hour', 'aqi', 'method_code', 'method_name', 'local_site_name', 'address', 'state_name', 'county_name', 'city_name', 'cbsa_name', 'date_of_last_change']",2017-04-12 19:34:32,,pm10_daily_summary,2019-01-24 19:08:26,1419937675,4199010,,TABLE
90,US Environmental Protection Agency. Air Quality System Data Mart [internet database] available via https://www.epa.gov/airdata. Accessed today.,epa_historical_air_quality,bigquery-public-data,"['state_code', 'county_code', 'site_num', 'parameter_code', 'poc', 'latitude', 'longitude', 'datum', 'parameter_name', 'date_local', 'time_local', 'date_gmt', 'time_gmt', 'sample_measurement', 'units_of_measure', 'mdl', 'uncertainty', 'qualifier', 'method_type', 'method_code', 'method_name', 'state_name', 'county_name', 'date_of_last_change']",2017-04-20 04:04:50,,pm10_hourly_summary,2018-11-29 14:54:43,9761990280,40093868,,TABLE
91,US Environmental Protection Agency. Air Quality System Data Mart [internet database] available via https://www.epa.gov/airdata. Accessed today.,epa_historical_air_quality,bigquery-public-data,"['state_code', 'county_code', 'site_num', 'parameter_code', 'poc', 'latitude', 'longitude', 'datum', 'parameter_name', 'sample_duration', 'pollutant_standard', 'date_local', 'units_of_measure', 'event_type', 'observation_count', 'observation_percent', 'arithmetic_mean', 'first_max_value', 'first_max_hour', 'aqi', 'method_code', 'method_name', 'local_site_name', 'address', 'state_name', 'county_name', 'city_name', 'cbsa_name', 'date_of_last_change']",2017-04-12 19:35:27,,pm25_frm_daily_summary,2019-01-24 19:51:17,1626924550,4483315,,TABLE
92,US Environmental Protection Agency. Air Quality System Data Mart [internet database] available via https://www.epa.gov/airdata. Accessed today.,epa_historical_air_quality,bigquery-public-data,"['state_code', 'county_code', 'site_num', 'parameter_code', 'poc', 'latitude', 'longitude', 'datum', 'parameter_name', 'date_local', 'time_local', 'date_gmt', 'time_gmt', 'sample_measurement', 'units_of_measure', 'mdl', 'uncertainty', 'qualifier', 'method_type', 'method_code', 'method_name', 'state_name', 'county_name', 'date_of_last_change']",2017-04-20 04:05:19,,pm25_frm_hourly_summary,2018-11-29 14:45:35,5598977779,21632370,,TABLE
93,US Environmental Protection Agency. Air Quality System Data Mart [internet database] available via https://www.epa.gov/airdata. Accessed today.,epa_historical_air_quality,bigquery-public-data,"['state_code', 'county_code', 'site_num', 'parameter_code', 'poc', 'latitude', 'longitude', 'datum', 'parameter_name', 'sample_duration', 'pollutant_standard', 'date_local', 'units_of_measure', 'event_type', 'observation_count', 'observation_percent', 'arithmetic_mean', 'first_max_value', 'first_max_hour', 'aqi', 'method_code', 'method_name', 'local_site_name', 'address', 'state_name', 'county_name', 'city_name', 'cbsa_name', 'date_of_last_change']",2017-04-12 19:35:25,,pm25_nonfrm_daily_summary,2019-01-24 19:32:46,1572022318,4569100,,TABLE
94,US Environmental Protection Agency. Air Quality System Data Mart [internet database] available via https://www.epa.gov/airdata. Accessed today.,epa_historical_air_quality,bigquery-public-data,"['state_code', 'county_code', 'site_num', 'parameter_code', 'poc', 'latitude', 'longitude', 'datum', 'parameter_name', 'date_local', 'time_local', 'date_gmt', 'time_gmt', 'sample_measurement', 'units_of_measure', 'mdl', 'uncertainty', 'qualifier', 'method_type', 'method_code', 'method_name', 'state_name', 'county_name', 'date_of_last_change']",2017-04-20 04:06:33,,pm25_nonfrm_hourly_summary,2018-11-29 15:02:46,13707552020,50813498,,TABLE
95,US Environmental Protection Agency. Air Quality System Data Mart [internet database] available via https://www.epa.gov/airdata. Accessed today.,epa_historical_air_quality,bigquery-public-data,"['state_code', 'county_code', 'site_num', 'parameter_code', 'poc', 'latitude', 'longitude', 'datum', 'parameter_name', 'sample_duration', 'pollutant_standard', 'date_local', 'units_of_measure', 'event_type', 'observation_count', 'observation_percent', 'arithmetic_mean', 'first_max_value', 'first_max_hour', 'aqi', 'method_code', 'method_name', 'local_site_name', 'address', 'state_name', 'county_name', 'city_name', 'cbsa_name', 'date_of_last_change']",2017-04-12 19:37:21,,pm25_speciation_daily_summary,2018-11-29 15:01:35,15080749925,43654134,,TABLE
96,US Environmental Protection Agency. Air Quality System Data Mart [internet database] available via https://www.epa.gov/airdata. Accessed today.,epa_historical_air_quality,bigquery-public-data,"['state_code', 'county_code', 'site_num', 'parameter_code', 'poc', 'latitude', 'longitude', 'datum', 'parameter_name', 'date_local', 'time_local', 'date_gmt', 'time_gmt', 'sample_measurement', 'units_of_measure', 'mdl', 'uncertainty', 'qualifier', 'method_type', 'method_code', 'method_name', 'state_name', 'county_name', 'date_of_last_change']",2017-04-20 04:02:50,,pm25_speciation_hourly_summary,2019-01-24 19:18:11,1135779522,4580264,,TABLE
97,US Environmental Protection Agency. Air Quality System Data Mart [internet database] available via https://www.epa.gov/airdata. Accessed today.,epa_historical_air_quality,bigquery-public-data,"['state_code', 'county_code', 'site_num', 'parameter_code', 'poc', 'latitude', 'longitude', 'datum', 'parameter_name', 'sample_duration', 'pollutant_standard', 'date_local', 'units_of_measure', 'event_type', 'observation_count', 'observation_percent', 'arithmetic_mean', 'first_max_value', 'first_max_hour', 'aqi', 'method_code', 'method_name', 'local_site_name', 'address', 'state_name', 'county_name', 'city_name', 'cbsa_name', 'date_of_last_change']",2017-04-12 19:33:18,,pressure_daily_summary,2019-01-24 19:27:37,548830251,1817486,,TABLE
98,US Environmental Protection Agency. Air Quality System Data Mart [internet database] available via https://www.epa.gov/airdata. Accessed today.,epa_historical_air_quality,bigquery-public-data,"['state_code', 'county_code', 'site_num', 'parameter_code', 'poc', 'latitude', 'longitude', 'datum', 'parameter_name', 'date_local', 'time_local', 'date_gmt', 'time_gmt', 'sample_measurement', 'units_of_measure', 'mdl', 'uncertainty', 'qualifier', 'method_type', 'method_code', 'method_name', 'state_name', 'county_name', 'date_of_last_change']",2017-04-20 04:04:29,,pressure_hourly_summary,2018-11-29 14:41:25,8884617515,43413588,,TABLE
99,US Environmental Protection Agency. Air Quality System Data Mart [internet database] available via https://www.epa.gov/airdata. Accessed today.,epa_historical_air_quality,bigquery-public-data,"['state_code', 'county_code', 'site_num', 'parameter_code', 'poc', 'latitude', 'longitude', 'datum', 'parameter_name', 'sample_duration', 'pollutant_standard', 'date_local', 'units_of_measure', 'event_type', 'observation_count', 'observation_percent', 'arithmetic_mean', 'first_max_value', 'first_max_hour', 'aqi', 'method_code', 'method_name', 'local_site_name', 'address', 'state_name', 'county_name', 'city_name', 'cbsa_name', 'date_of_last_change']",2017-04-12 19:34:22,,rh_and_dp_daily_summary,2019-01-24 19:16:35,933968057,2870168,,TABLE
100,US Environmental Protection Agency. Air Quality System Data Mart [internet database] available via https://www.epa.gov/airdata. Accessed today.,epa_historical_air_quality,bigquery-public-data,"['state_code', 'county_code', 'site_num', 'parameter_code', 'poc', 'latitude', 'longitude', 'datum', 'parameter_name', 'date_local', 'time_local', 'date_gmt', 'time_gmt', 'sample_measurement', 'units_of_measure', 'mdl', 'uncertainty', 'qualifier', 'method_type', 'method_code', 'method_name', 'state_name', 'county_name', 'date_of_last_change']",2017-04-20 04:09:00,,rh_and_dp_hourly_summary,2018-11-29 14:51:24,14816351838,64981956,,TABLE
101,US Environmental Protection Agency. Air Quality System Data Mart [internet database] available via https://www.epa.gov/airdata. Accessed today.,epa_historical_air_quality,bigquery-public-data,"['state_code', 'county_code', 'site_num', 'parameter_code', 'poc', 'latitude', 'longitude', 'datum', 'parameter_name', 'sample_duration', 'pollutant_standard', 'date_local', 'units_of_measure', 'event_type', 'observation_count', 'observation_percent', 'arithmetic_mean', 'first_max_value', 'first_max_hour', 'aqi', 'method_code', 'method_name', 'local_site_name', 'address', 'state_name', 'county_name', 'city_name', 'cbsa_name', 'date_of_last_change']",2017-04-12 19:37:43,,so2_daily_summary,2018-11-29 14:50:10,3503146020,11247379,,TABLE
102,US Environmental Protection Agency. Air Quality System Data Mart [internet database] available via https://www.epa.gov/airdata. Accessed today.,epa_historical_air_quality,bigquery-public-data,"['state_code', 'county_code', 'site_num', 'parameter_code', 'poc', 'latitude', 'longitude', 'datum', 'parameter_name', 'date_local', 'time_local', 'date_gmt', 'time_gmt', 'sample_measurement', 'units_of_measure', 'mdl', 'uncertainty', 'qualifier', 'method_type', 'method_code', 'method_name', 'state_name', 'county_name', 'date_of_last_change']",2017-04-20 04:11:47,,so2_hourly_summary,2018-11-29 15:04:32,27655496590,129953675,,TABLE
103,US Environmental Protection Agency. Air Quality System Data Mart [internet database] available via https://www.epa.gov/airdata. Accessed today.,epa_historical_air_quality,bigquery-public-data,"['state_code', 'county_code', 'site_num', 'parameter_code', 'poc', 'latitude', 'longitude', 'datum', 'parameter_name', 'sample_duration', 'pollutant_standard', 'date_local', 'units_of_measure', 'event_type', 'observation_count', 'observation_percent', 'arithmetic_mean', 'first_max_value', 'first_max_hour', 'aqi', 'method_code', 'method_name', 'local_site_name', 'address', 'state_name', 'county_name', 'city_name', 'cbsa_name', 'date_of_last_change']",2017-04-12 19:37:34,,temperature_daily_summary,2019-01-24 18:45:10,1933126491,6018242,,TABLE
104,US Environmental Protection Agency. Air Quality System Data Mart [internet database] available via https://www.epa.gov/airdata. Accessed today.,epa_historical_air_quality,bigquery-public-data,"['state_code', 'county_code', 'site_num', 'parameter_code', 'poc', 'latitude', 'longitude', 'datum', 'parameter_name', 'date_local', 'time_local', 'date_gmt', 'time_gmt', 'sample_measurement', 'units_of_measure', 'mdl', 'uncertainty', 'qualifier', 'method_type', 'method_code', 'method_name', 'state_name', 'county_name', 'date_of_last_change']",2017-04-20 04:15:41,,temperature_hourly_summary,2018-11-29 15:06:57,32329230273,143461689,,TABLE
105,US Environmental Protection Agency. Air Quality System Data Mart [internet database] available via https://www.epa.gov/airdata. Accessed today.,epa_historical_air_quality,bigquery-public-data,"['state_code', 'county_code', 'site_num', 'parameter_code', 'poc', 'latitude', 'longitude', 'datum', 'parameter_name', 'sample_duration', 'pollutant_standard', 'date_local', 'units_of_measure', 'event_type', 'observation_count', 'observation_percent', 'arithmetic_mean', 'first_max_value', 'first_max_hour', 'aqi', 'method_code', 'method_name', 'local_site_name', 'address', 'state_name', 'county_name', 'city_name', 'cbsa_name', 'date_of_last_change']",2017-04-12 19:40:23,,voc_daily_summary,2018-11-29 14:54:39,8871627941,25943658,,TABLE
106,US Environmental Protection Agency. Air Quality System Data Mart [internet database] available via https://www.epa.gov/airdata. Accessed today.,epa_historical_air_quality,bigquery-public-data,"['state_code', 'county_code', 'site_num', 'parameter_code', 'poc', 'latitude', 'longitude', 'datum', 'parameter_name', 'date_local', 'time_local', 'date_gmt', 'time_gmt', 'sample_measurement', 'units_of_measure', 'mdl', 'uncertainty', 'qualifier', 'method_type', 'method_code', 'method_name', 'state_name', 'county_name', 'date_of_last_change']",2017-04-20 04:09:37,,voc_hourly_summary,2018-11-29 15:23:26,36485254050,150205635,,TABLE
107,US Environmental Protection Agency. Air Quality System Data Mart [internet database] available via https://www.epa.gov/airdata. Accessed today.,epa_historical_air_quality,bigquery-public-data,"['state_code', 'county_code', 'site_num', 'parameter_code', 'poc', 'latitude', 'longitude', 'datum', 'parameter_name', 'sample_duration', 'pollutant_standard', 'date_local', 'units_of_measure', 'event_type', 'observation_count', 'observation_percent', 'arithmetic_mean', 'first_max_value', 'first_max_hour', 'aqi', 'method_code', 'method_name', 'local_site_name', 'address', 'state_name', 'county_name', 'city_name', 'cbsa_name', 'date_of_last_change']",2017-04-12 19:37:14,,wind_daily_summary,2018-11-29 14:44:37,2743639837,8761706,,TABLE
108,US Environmental Protection Agency. Air Quality System Data Mart [internet database] available via https://www.epa.gov/airdata. Accessed today.,epa_historical_air_quality,bigquery-public-data,"['state_code', 'county_code', 'site_num', 'parameter_code', 'poc', 'latitude', 'longitude', 'datum', 'parameter_name', 'date_local', 'time_local', 'date_gmt', 'time_gmt', 'sample_measurement', 'units_of_measure', 'mdl', 'uncertainty', 'qualifier', 'method_type', 'method_code', 'method_name', 'state_name', 'county_name', 'date_of_last_change']",2017-04-20 04:13:36,,wind_hourly_summary,2018-11-29 14:39:08,44872111824,208506472,,TABLE
109,,ethereum_blockchain,bigquery-public-data,"['timestamp', 'number', 'hash', 'parent_hash', 'nonce', 'sha3_uncles', 'logs_bloom', 'transactions_root', 'state_root', 'receipts_root', 'miner', 'difficulty', 'total_difficulty', 'size', 'extra_data', 'gas_limit', 'gas_used', 'transaction_count']",2018-08-14 16:12:22,"The Ethereum blockchain is composed of a series of blocks. This table contains a set of all blocks in the blockchain and their attributes. 
Data is exported using https://github.com/medvedev1088/ethereum-etl",blocks,2019-01-24 01:35:45,7861756654,7116243,DAY,TABLE
110,,ethereum_blockchain,bigquery-public-data,"['address', 'bytecode', 'function_sighashes', 'is_erc20', 'is_erc721', 'block_timestamp', 'block_number', 'block_hash']",2018-08-14 16:04:38,"Some transactions create smart contracts from their input bytes, and this smart contract is stored at a particular 20-byte address. This table contains a subset of Ethereum addresses that contain contract byte-code, as well as some basic analysis of that byte-code. 
Data is exported using https://github.com/medvedev1088/ethereum-etl",contracts,2019-01-24 01:35:58,6240745904,2265122,DAY,TABLE
111,,ethereum_blockchain,bigquery-public-data,"['log_index', 'transaction_hash', 'transaction_index', 'address', 'data', 'topics', 'block_timestamp', 'block_number', 'block_hash']",2018-08-14 16:21:31,"Similar to the token_transfers table, the logs table contains data for smart contract events. However, it contains all log data, not only ERC20 token transfers.
This table is generally useful for reporting on any logged event type on the Ethereum blockchain.
Data is exported using https://github.com/medvedev1088/ethereum-etl",logs,2019-01-24 01:36:59,143455174064,283096600,DAY,TABLE
112,,ethereum_blockchain,bigquery-public-data,"['token_address', 'from_address', 'to_address', 'value', 'transaction_hash', 'log_index', 'block_timestamp', 'block_number', 'block_hash']",2018-08-14 16:28:09,"The most popular type of transaction on the Ethereum blockchain invokes a contract of type ERC20 to perform a transfer operation, moving some number of tokens from one 20-byte address to another 20-byte address. This table contains the subset of those transactions and has further processed and denormalized the data to make it easier to consume for analysis of token transfer events. 
Data is exported using https://github.com/medvedev1088/ethereum-etl",token_transfers,2019-01-24 01:35:48,52597207698,169267105,DAY,TABLE
113,,ethereum_blockchain,bigquery-public-data,"['address', 'symbol', 'name', 'decimals', 'total_supply']",2018-08-07 18:35:42,"Token data.
Data is exported using https://github.com/medvedev1088/ethereum-etl",tokens,2019-01-24 01:31:32,9602954,113679,,TABLE
114,,ethereum_blockchain,bigquery-public-data,"['transaction_hash', 'transaction_index', 'from_address', 'to_address', 'value', 'input', 'output', 'trace_type', 'call_type', 'reward_type', 'gas', 'gas_used', 'subtraces', 'trace_address', 'error', 'status', 'block_timestamp', 'block_number', 'block_hash']",2018-11-13 13:34:20,"Traces exported using Parity trace module https://wiki.parity.io/JSONRPC-trace-module.
Data is exported using https://github.com/medvedev1088/ethereum-etl
",traces,2019-01-24 01:45:46,469043527624,958387835,DAY,TABLE
115,,ethereum_blockchain,bigquery-public-data,"['hash', 'nonce', 'transaction_index', 'from_address', 'to_address', 'value', 'gas', 'gas_price', 'input', 'receipt_cumulative_gas_used', 'receipt_gas_used', 'receipt_contract_address', 'receipt_root', 'receipt_status', 'block_timestamp', 'block_number', 'block_hash']",2018-08-14 16:39:19,"Each block in the blockchain is composed of zero or more transactions. Each transaction has a source address, a target address, an amount of Ether transferred, and an array of input bytes. This table contains a set of all transactions from all blocks, and contains a block identifier to get associated block-specific information associated with each transaction. 
Data is exported using https://github.com/medvedev1088/ethereum-etl",transactions,2019-01-24 01:37:08,175897774474,381199303,DAY,TABLE
116,,fda_drug,bigquery-public-data,"['classification', 'center_classification_date', 'report_date', 'postal_code', 'termination_date', 'recall_initiation_date', 'recall_number', 'city', 'more_code_info', 'event_id', 'distribution_pattern', 'openfda_application_number', 'openfda_brand_name', 'openfda_dosage_form', 'openfda_generic_name', 'openfda_manufacturer_name', 'openfda_product_ndc', 'openfda_product_type', 'openfda_route', 'openfda_substance_name', 'openfda_spl_id', 'openfda_spl_set_id', 'openfda_pharm_class_moa', 'openfda_pharm_class_cs', 'openfda_pharm_class_pe', 'openfda_pharm_class_epc', 'openfda_upc', 'openfda_unii', 'openfda_rxcui', 'recalling_firm', 'voluntary_mandated', 'state', 'reason_for_recall', 'initial_firm_notification', 'status', 'product_type', 'country', 'product_description', 'code_info', 'address_1', 'address_2', 'product_quantity']",2017-07-14 17:25:58,,drug_enforcement,2019-01-18 16:43:31,7621473,9155,,TABLE
117,,fda_drug,bigquery-public-data,"['openfda_spl_set_id', 'package_label_principal_display_panel', 'openfda_manufacturer_name', 'openfda_unii', 'openfda_product_type', 'openfda_rxcui', 'openfda_route', 'openfda_generic_name', 'openfda_brand_name', 'openfda_product_ndc', 'openfda_original_packager_product_ndc', 'openfda_substance_name', 'openfda_spl_id', 'openfda_pharm_class_moa', 'openfda_application_number', 'openfda_nui', 'openfda_pharm_class_epc', 'openfda_package_ndc', 'carcinogenesis_and_mutagenesis_and_impairment_of_fertility', 'references', 'pregnancy', 'pharmacokinetics', 'drug_interactions', 'id', 'indications_and_usage', 'pharmacokinetics_table', 'pharmacodynamics_table', 'microbiology', 'contraindications', 'version', 'spl_medguide', 'pediatric_use', 'information_for_patients', 'dosage_forms_and_strengths', 'microbiology_table', 'recent_major_changes', 'description', 'dosage_and_administration', 'clinical_pharmacology_table', 'effective_time', 'mechanism_of_action', 'geriatric_use', 'adverse_reactions', 'clinical_pharmacology', 'clinical_studies', 'use_in_specific_populations', 'nonclinical_toxicology', 'spl_product_data_elements', 'clinical_studies_table', 'overdosage', 'pharmacodynamics', 'warnings_and_cautions', 'dosage_and_administration_table', 'animal_pharmacology_and_or_toxicology', 'how_supplied', 'nursing_mothers', 'set_id', 'drug_abuse_and_dependence', 'controlled_substance', 'abuse', 'dependence', 'drug_and_or_laboratory_test_interactions', 'purpose', 'active_ingredient', 'inactive_ingredient', 'spl_patient_package_insert', 'information_for_owners_or_caregivers', 'instructions_for_use', 'ask_doctor', 'ask_doctor_or_pharmacist', 'do_not_use', 'keep_out_of_reach_of_children', 'other_safety_information', 'questions', 'stop_use', 'when_using', 'patient_medication_information', 'teratogenic_effects', 'labor_and_delivery', 'pregnancy_or_breast_feeding', 'storage_and_handling', 'safe_handling_warning', 'boxed_warning', 'user_safety_warnings', 'precautions', 'warnings', 'general_precautions', 'laboratory_tests', 'spl_unclassified_section']",2017-07-14 19:10:10,,drug_label,2018-12-03 20:49:47,3439478736,119822,,TABLE
118,,fda_food,bigquery-public-data,"['classification', 'center_classification_date', 'report_date', 'postal_code', 'termination_date', 'recall_initiation_date', 'recall_number', 'city', 'event_id', 'distribution_pattern', 'recalling_firm', 'voluntary_mandated', 'state', 'reason_for_recall', 'initial_firm_notification', 'status', 'product_type', 'country', 'product_description', 'code_info', 'address_1', 'address_2', 'product_quantity', 'more_code_info']",2017-07-14 17:10:58,,food_enforcement,2019-01-24 08:35:19,12444773,17206,,TABLE
119,,fda_food,bigquery-public-data,"['report_number', 'reactions', 'outcomes', 'products_brand_name', 'products_industry_code', 'products_role', 'products_industry_name', 'date_created', 'date_started', 'consumer_gender', 'consumer_age', 'consumer_age_unit']",2017-06-12 03:35:24,,food_events,2019-01-24 15:28:57,15493128,77488,,TABLE
120,"The FEC dataset contains committee, candidate and campaign finance data for the current election cycle and for election cycles through 1980.

Specifically the data set contains the following data points:

Committees(CM Data Dictionary): The committee tables contains one record for each committee registered with the Federal Election Commission. This includes federal political action committees and party committees, campaign committees for presidential, house and senate candidates, as well as groups or organizations who are spending money for or against candidates for federal office.

Candidates(CN  Data Dictionary): The candidate tables contains one record for each candidate who has either registered with the Federal Election Commission or appeared on a ballot list prepared by a state elections office.

Candidate-Committee Linkages(CCL Data Dictionary): These tables contains one record for each candidate to committee linkage.

Itemized Records (Any Transaction from One Committee to Another)(OTH Data Dictionary): The itemized records (miscellaneous transactions) tables contains all transactions (contributions, transfers, etc. among federal committees).
Contributions to Candidates(PAS2 Data Dictionary) : These tables are a subset of the Itemized Records (OTH) tables. The itemized committee contributions file contains each contribution or independent expenditure made by a PAC, party committee, candidate committee, or other federal committee to a candidate during the two-year election cycle.

Individual Contributions(INDIV Data Dictionary) : The individual contributions file contains each contribution from an individual to a federal committee.

Operating Expenditures(OPPEXP Data Dictionary) : The Operating Expenditures file contains disbursements reported on FEC Form 3 Line 17, FEC Form 3P Line 23and FEC Form 3X Lines 21(a)(i), 21(a)(ii) and 21(b)

Source: http://classic.fec.gov/finance/disclosure/ftpdet.shtml",fec,bigquery-public-data,"['cand_id', 'cand_election_yr', 'fec_election_yr', 'cmte_id', 'cmte_tp', 'cmte_design', 'linkage_id']",2016-10-05 18:31:28,,ccl00,2016-10-05 19:40:51,222820,4285,,TABLE
121,"The FEC dataset contains committee, candidate and campaign finance data for the current election cycle and for election cycles through 1980.

Specifically the data set contains the following data points:

Committees(CM Data Dictionary): The committee tables contains one record for each committee registered with the Federal Election Commission. This includes federal political action committees and party committees, campaign committees for presidential, house and senate candidates, as well as groups or organizations who are spending money for or against candidates for federal office.

Candidates(CN  Data Dictionary): The candidate tables contains one record for each candidate who has either registered with the Federal Election Commission or appeared on a ballot list prepared by a state elections office.

Candidate-Committee Linkages(CCL Data Dictionary): These tables contains one record for each candidate to committee linkage.

Itemized Records (Any Transaction from One Committee to Another)(OTH Data Dictionary): The itemized records (miscellaneous transactions) tables contains all transactions (contributions, transfers, etc. among federal committees).
Contributions to Candidates(PAS2 Data Dictionary) : These tables are a subset of the Itemized Records (OTH) tables. The itemized committee contributions file contains each contribution or independent expenditure made by a PAC, party committee, candidate committee, or other federal committee to a candidate during the two-year election cycle.

Individual Contributions(INDIV Data Dictionary) : The individual contributions file contains each contribution from an individual to a federal committee.

Operating Expenditures(OPPEXP Data Dictionary) : The Operating Expenditures file contains disbursements reported on FEC Form 3 Line 17, FEC Form 3P Line 23and FEC Form 3X Lines 21(a)(i), 21(a)(ii) and 21(b)

Source: http://classic.fec.gov/finance/disclosure/ftpdet.shtml",fec,bigquery-public-data,"['cand_id', 'cand_election_yr', 'fec_election_yr', 'cmte_id', 'cmte_tp', 'cmte_design', 'linkage_id']",2016-10-05 17:04:46,,ccl02,2016-10-05 18:09:27,194948,3749,,TABLE
122,"The FEC dataset contains committee, candidate and campaign finance data for the current election cycle and for election cycles through 1980.

Specifically the data set contains the following data points:

Committees(CM Data Dictionary): The committee tables contains one record for each committee registered with the Federal Election Commission. This includes federal political action committees and party committees, campaign committees for presidential, house and senate candidates, as well as groups or organizations who are spending money for or against candidates for federal office.

Candidates(CN  Data Dictionary): The candidate tables contains one record for each candidate who has either registered with the Federal Election Commission or appeared on a ballot list prepared by a state elections office.

Candidate-Committee Linkages(CCL Data Dictionary): These tables contains one record for each candidate to committee linkage.

Itemized Records (Any Transaction from One Committee to Another)(OTH Data Dictionary): The itemized records (miscellaneous transactions) tables contains all transactions (contributions, transfers, etc. among federal committees).
Contributions to Candidates(PAS2 Data Dictionary) : These tables are a subset of the Itemized Records (OTH) tables. The itemized committee contributions file contains each contribution or independent expenditure made by a PAC, party committee, candidate committee, or other federal committee to a candidate during the two-year election cycle.

Individual Contributions(INDIV Data Dictionary) : The individual contributions file contains each contribution from an individual to a federal committee.

Operating Expenditures(OPPEXP Data Dictionary) : The Operating Expenditures file contains disbursements reported on FEC Form 3 Line 17, FEC Form 3P Line 23and FEC Form 3X Lines 21(a)(i), 21(a)(ii) and 21(b)

Source: http://classic.fec.gov/finance/disclosure/ftpdet.shtml",fec,bigquery-public-data,"['cand_id', 'cand_election_yr', 'fec_election_yr', 'cmte_id', 'cmte_tp', 'cmte_design', 'linkage_id']",2016-10-03 19:18:56,,ccl04,2016-10-04 17:45:25,195208,3754,,TABLE
123,"The FEC dataset contains committee, candidate and campaign finance data for the current election cycle and for election cycles through 1980.

Specifically the data set contains the following data points:

Committees(CM Data Dictionary): The committee tables contains one record for each committee registered with the Federal Election Commission. This includes federal political action committees and party committees, campaign committees for presidential, house and senate candidates, as well as groups or organizations who are spending money for or against candidates for federal office.

Candidates(CN  Data Dictionary): The candidate tables contains one record for each candidate who has either registered with the Federal Election Commission or appeared on a ballot list prepared by a state elections office.

Candidate-Committee Linkages(CCL Data Dictionary): These tables contains one record for each candidate to committee linkage.

Itemized Records (Any Transaction from One Committee to Another)(OTH Data Dictionary): The itemized records (miscellaneous transactions) tables contains all transactions (contributions, transfers, etc. among federal committees).
Contributions to Candidates(PAS2 Data Dictionary) : These tables are a subset of the Itemized Records (OTH) tables. The itemized committee contributions file contains each contribution or independent expenditure made by a PAC, party committee, candidate committee, or other federal committee to a candidate during the two-year election cycle.

Individual Contributions(INDIV Data Dictionary) : The individual contributions file contains each contribution from an individual to a federal committee.

Operating Expenditures(OPPEXP Data Dictionary) : The Operating Expenditures file contains disbursements reported on FEC Form 3 Line 17, FEC Form 3P Line 23and FEC Form 3X Lines 21(a)(i), 21(a)(ii) and 21(b)

Source: http://classic.fec.gov/finance/disclosure/ftpdet.shtml",fec,bigquery-public-data,"['cand_id', 'cand_election_yr', 'fec_election_yr', 'cmte_id', 'cmte_tp', 'cmte_design', 'linkage_id']",2016-10-05 14:05:41,,ccl06,2016-10-05 17:07:18,201552,3876,,TABLE
