num_columns,day_of_week,day_of_week,day,day,month,month,year,year,minute,minute,hour,hour,qhr,num_days_since_start,num_hours_since_start,num_mins_since_start,lineage,table_name,cluster_labels,col_names
266,1,0,4,0,10,0,2016,0,13,0,15,0,60,206,4958,297491,fec,indiv10,10,"['cmte_id', 'amndt_ind', 'rpt_tp', 'transaction_pgi', 'image_num', 'transaction_tp', 'entity_tp', 'name', 'city', 'state', 'zip_code', 'employer', 'occupation', 'transaction_dt', 'transaction_amt', 'other_id', 'tran_id', 'file_num', 'memo_cd', 'memo_text', 'sub_id']"
266,0,0,3,0,10,0,2016,0,19,0,19,0,77,205,4938,296297,fec,indiv12,10,"['cmte_id', 'amndt_ind', 'rpt_tp', 'transaction_pgi', 'image_num', 'transaction_tp', 'entity_tp', 'name', 'city', 'state', 'zip_code', 'employer', 'occupation', 'transaction_dt', 'transaction_amt', 'other_id', 'tran_id', 'file_num', 'memo_cd', 'memo_text', 'sub_id']"
266,0,0,3,0,10,0,2016,0,34,0,17,0,70,205,4937,296192,fec,indiv14,10,"['cmte_id', 'amndt_ind', 'rpt_tp', 'transaction_pgi', 'image_num', 'transaction_tp', 'entity_tp', 'name', 'city', 'state', 'zip_code', 'employer', 'occupation', 'transaction_dt', 'transaction_amt', 'other_id', 'tran_id', 'file_num', 'memo_cd', 'memo_text', 'sub_id']"
266,3,0,22,0,9,0,2016,0,32,0,14,0,58,194,4669,280170,fec,indiv16,36,"['cmte_id', 'amndt_ind', 'rpt_tp', 'transaction_pgi', 'image_num', 'transaction_tp', 'entity_tp', 'name', 'city', 'state', 'zip_code', 'employer', 'occupation', 'transaction_dt', 'transaction_amt', 'other_id', 'tran_id', 'file_num', 'memo_cd', 'memo_text', 'sub_id']"
457,3,0,22,0,9,0,2016,0,7,0,17,0,68,194,4672,280325,fec,indiv16_cm16,36,"['amndt_ind', 'cand_id', 'city', 'cmte_city', 'cmte_dsgn', 'cmte_filing_freq', 'cmte_id', 'cmte_nm', 'cmte_pty_affiliation', 'cmte_st', 'cmte_st1', 'cmte_st2', 'cmte_tp', 'cmte_zip', 'connected_org_nm', 'employer', 'entity_tp', 'file_num', 'image_num', 'memo_cd', 'memo_text', 'name', 'occupation', 'org_tp', 'other_id', 'rpt_tp', 'state', 'sub_id', 'tran_id', 'transaction_amt', 'transaction_dt', 'transaction_pgi', 'transaction_tp', 'tres_nm', 'zip_code']"
266,0,0,1,0,1,0,2018,0,30,0,17,0,70,660,15856,951388,fec,indiv18,22,"['cmte_id', 'amndt_ind', 'rpt_tp', 'transaction_pgi', 'image_num', 'transaction_tp', 'entity_tp', 'name', 'city', 'state', 'zip_code', 'employer', 'occupation', 'transaction_dt', 'transaction_amt', 'other_id', 'tran_id', 'file_num', 'memo_cd', 'memo_text', 'sub_id']"
266,0,0,3,0,10,0,2016,0,32,0,16,0,66,205,4936,296130,fec,indiv80,10,"['cmte_id', 'amndt_ind', 'rpt_tp', 'transaction_pgi', 'image_num', 'transaction_tp', 'entity_tp', 'name', 'city', 'state', 'zip_code', 'employer', 'occupation', 'transaction_dt', 'transaction_amt', 'other_id', 'tran_id', 'file_num', 'memo_cd', 'memo_text', 'sub_id']"
266,1,0,4,0,10,0,2016,0,26,0,17,0,69,206,4960,297625,fec,indiv82,10,"['cmte_id', 'amndt_ind', 'rpt_tp', 'transaction_pgi', 'image_num', 'transaction_tp', 'entity_tp', 'name', 'city', 'state', 'zip_code', 'employer', 'occupation', 'transaction_dt', 'transaction_amt', 'other_id', 'tran_id', 'file_num', 'memo_cd', 'memo_text', 'sub_id']"
266,2,0,5,0,10,0,2016,0,49,0,14,0,59,207,4982,298907,fec,indiv84,10,"['cmte_id', 'amndt_ind', 'rpt_tp', 'transaction_pgi', 'image_num', 'transaction_tp', 'entity_tp', 'name', 'city', 'state', 'zip_code', 'employer', 'occupation', 'transaction_dt', 'transaction_amt', 'other_id', 'tran_id', 'file_num', 'memo_cd', 'memo_text', 'sub_id']"
266,1,0,4,0,10,0,2016,0,47,0,19,0,79,206,4963,297765,fec,indiv86,10,"['cmte_id', 'amndt_ind', 'rpt_tp', 'transaction_pgi', 'image_num', 'transaction_tp', 'entity_tp', 'name', 'city', 'state', 'zip_code', 'employer', 'occupation', 'transaction_dt', 'transaction_amt', 'other_id', 'tran_id', 'file_num', 'memo_cd', 'memo_text', 'sub_id']"
266,2,0,5,0,10,0,2016,0,48,0,14,0,59,207,4982,298906,fec,indiv88,10,"['cmte_id', 'amndt_ind', 'rpt_tp', 'transaction_pgi', 'image_num', 'transaction_tp', 'entity_tp', 'name', 'city', 'state', 'zip_code', 'employer', 'occupation', 'transaction_dt', 'transaction_amt', 'other_id', 'tran_id', 'file_num', 'memo_cd', 'memo_text', 'sub_id']"
266,0,0,3,0,10,0,2016,0,36,0,17,0,70,205,4937,296194,fec,indiv90,10,"['cmte_id', 'amndt_ind', 'rpt_tp', 'transaction_pgi', 'image_num', 'transaction_tp', 'entity_tp', 'name', 'city', 'state', 'zip_code', 'employer', 'occupation', 'transaction_dt', 'transaction_amt', 'other_id', 'tran_id', 'file_num', 'memo_cd', 'memo_text', 'sub_id']"
266,1,0,4,0,10,0,2016,0,25,0,16,0,65,206,4959,297563,fec,indiv92,10,"['cmte_id', 'amndt_ind', 'rpt_tp', 'transaction_pgi', 'image_num', 'transaction_tp', 'entity_tp', 'name', 'city', 'state', 'zip_code', 'employer', 'occupation', 'transaction_dt', 'transaction_amt', 'other_id', 'tran_id', 'file_num', 'memo_cd', 'memo_text', 'sub_id']"
266,1,0,4,0,10,0,2016,0,24,0,19,0,77,206,4962,297743,fec,indiv94,10,"['cmte_id', 'amndt_ind', 'rpt_tp', 'transaction_pgi', 'image_num', 'transaction_tp', 'entity_tp', 'name', 'city', 'state', 'zip_code', 'employer', 'occupation', 'transaction_dt', 'transaction_amt', 'other_id', 'tran_id', 'file_num', 'memo_cd', 'memo_text', 'sub_id']"
266,2,0,5,0,10,0,2016,0,3,0,17,0,68,207,4984,299041,fec,indiv96,10,"['cmte_id', 'amndt_ind', 'rpt_tp', 'transaction_pgi', 'image_num', 'transaction_tp', 'entity_tp', 'name', 'city', 'state', 'zip_code', 'employer', 'occupation', 'transaction_dt', 'transaction_amt', 'other_id', 'tran_id', 'file_num', 'memo_cd', 'memo_text', 'sub_id']"
266,2,0,5,0,10,0,2016,0,0,0,18,0,72,207,4985,299098,fec,indiv98,10,"['cmte_id', 'amndt_ind', 'rpt_tp', 'transaction_pgi', 'image_num', 'transaction_tp', 'entity_tp', 'name', 'city', 'state', 'zip_code', 'employer', 'occupation', 'transaction_dt', 'transaction_amt', 'other_id', 'tran_id', 'file_num', 'memo_cd', 'memo_text', 'sub_id']"
321,0,0,3,0,10,0,2016,0,26,0,19,0,77,205,4938,296304,fec,oppexp04,10,"['cmte_id', 'amndt_ind', 'rpt_yr', 'rpt_tp', 'image_num', 'line_num', 'form_tp_cd', 'sched_tp_cd', 'name', 'city', 'state', 'zip_code', 'transaction_dt', 'transaction_amt', 'transaction_pgi', 'purpose', 'category', 'category_desc', 'memo_cd', 'memo_text', 'entity_tp', 'sub_id', 'file_num', 'tran_id', 'back_ref_tran_id']"
321,2,0,5,0,10,0,2016,0,8,0,14,0,56,207,4981,298866,fec,oppexp06,10,"['cmte_id', 'amndt_ind', 'rpt_yr', 'rpt_tp', 'image_num', 'line_num', 'form_tp_cd', 'sched_tp_cd', 'name', 'city', 'state', 'zip_code', 'transaction_dt', 'transaction_amt', 'transaction_pgi', 'purpose', 'category', 'category_desc', 'memo_cd', 'memo_text', 'entity_tp', 'sub_id', 'file_num', 'tran_id', 'back_ref_tran_id']"
321,1,0,4,0,10,0,2016,0,36,0,18,0,74,206,4962,297695,fec,oppexp08,10,"['cmte_id', 'amndt_ind', 'rpt_yr', 'rpt_tp', 'image_num', 'line_num', 'form_tp_cd', 'sched_tp_cd', 'name', 'city', 'state', 'zip_code', 'transaction_dt', 'transaction_amt', 'transaction_pgi', 'purpose', 'category', 'category_desc', 'memo_cd', 'memo_text', 'entity_tp', 'sub_id', 'file_num', 'tran_id', 'back_ref_tran_id']"
321,1,0,4,0,10,0,2016,0,13,0,15,0,60,206,4958,297492,fec,oppexp10,10,"['cmte_id', 'amndt_ind', 'rpt_yr', 'rpt_tp', 'image_num', 'line_num', 'form_tp_cd', 'sched_tp_cd', 'name', 'city', 'state', 'zip_code', 'transaction_dt', 'transaction_amt', 'transaction_pgi', 'purpose', 'category', 'category_desc', 'memo_cd', 'memo_text', 'entity_tp', 'sub_id', 'file_num', 'tran_id', 'back_ref_tran_id']"
321,0,0,3,0,10,0,2016,0,18,0,19,0,77,205,4938,296297,fec,oppexp12,10,"['cmte_id', 'amndt_ind', 'rpt_yr', 'rpt_tp', 'image_num', 'line_num', 'form_tp_cd', 'sched_tp_cd', 'name', 'city', 'state', 'zip_code', 'transaction_dt', 'transaction_amt', 'transaction_pgi', 'purpose', 'category', 'category_desc', 'memo_cd', 'memo_text', 'entity_tp', 'sub_id', 'file_num', 'tran_id', 'back_ref_tran_id']"
321,0,0,3,0,10,0,2016,0,33,0,17,0,70,205,4937,296192,fec,oppexp14,10,"['cmte_id', 'amndt_ind', 'rpt_yr', 'rpt_tp', 'image_num', 'line_num', 'form_tp_cd', 'sched_tp_cd', 'name', 'city', 'state', 'zip_code', 'transaction_dt', 'transaction_amt', 'transaction_pgi', 'purpose', 'category', 'category_desc', 'memo_cd', 'memo_text', 'entity_tp', 'sub_id', 'file_num', 'tran_id', 'back_ref_tran_id']"
321,4,0,23,0,9,0,2016,0,51,0,14,0,59,195,4694,281629,fec,oppexp16,36,"['cmte_id', 'amndt_ind', 'rpt_yr', 'rpt_tp', 'image_num', 'line_num', 'form_tp_cd', 'sched_tp_cd', 'name', 'city', 'state', 'zip_code', 'transaction_dt', 'transaction_amt', 'transaction_pgi', 'purpose', 'category', 'category_desc', 'memo_cd', 'memo_text', 'entity_tp', 'sub_id', 'file_num', 'tran_id', 'back_ref_tran_id']"
321,0,0,1,0,1,0,2018,0,20,0,17,0,69,660,15856,951379,fec,oppexp18,22,"['cmte_id', 'amndt_ind', 'rpt_yr', 'rpt_tp', 'image_num', 'line_num', 'form_tp_cd', 'sched_tp_cd', 'name', 'city', 'state', 'zip_code', 'transaction_dt', 'transaction_amt', 'transaction_pgi', 'purpose', 'category', 'category_desc', 'memo_cd', 'memo_text', 'entity_tp', 'sub_id', 'file_num', 'tran_id', 'back_ref_tran_id']"
266,2,0,5,0,10,0,2016,0,36,0,18,0,74,207,4986,299134,fec,oth00,10,"['cmte_id', 'amndt_ind', 'rpt_tp', 'transaction_pgi', 'image_num', 'transaction_tp', 'entity_tp', 'name', 'city', 'state', 'zip_code', 'employer', 'occupation', 'transaction_dt', 'transaction_amt', 'other_id', 'tran_id', 'file_num', 'memo_cd', 'memo_text', 'sub_id']"
266,2,0,5,0,10,0,2016,0,9,0,17,0,68,207,4984,299047,fec,oth02,10,"['cmte_id', 'amndt_ind', 'rpt_tp', 'transaction_pgi', 'image_num', 'transaction_tp', 'entity_tp', 'name', 'city', 'state', 'zip_code', 'employer', 'occupation', 'transaction_dt', 'transaction_amt', 'other_id', 'tran_id', 'file_num', 'memo_cd', 'memo_text', 'sub_id']"
266,0,0,3,0,10,0,2016,0,27,0,19,0,77,205,4938,296306,fec,oth04,10,"['cmte_id', 'amndt_ind', 'rpt_tp', 'transaction_pgi', 'image_num', 'transaction_tp', 'entity_tp', 'name', 'city', 'state', 'zip_code', 'employer', 'occupation', 'transaction_dt', 'transaction_amt', 'other_id', 'tran_id', 'file_num', 'memo_cd', 'memo_text', 'sub_id']"
266,2,0,5,0,10,0,2016,0,8,0,14,0,56,207,4981,298866,fec,oth06,10,"['cmte_id', 'amndt_ind', 'rpt_tp', 'transaction_pgi', 'image_num', 'transaction_tp', 'entity_tp', 'name', 'city', 'state', 'zip_code', 'employer', 'occupation', 'transaction_dt', 'transaction_amt', 'other_id', 'tran_id', 'file_num', 'memo_cd', 'memo_text', 'sub_id']"
266,1,0,4,0,10,0,2016,0,37,0,18,0,74,206,4962,297696,fec,oth08,10,"['cmte_id', 'amndt_ind', 'rpt_tp', 'transaction_pgi', 'image_num', 'transaction_tp', 'entity_tp', 'name', 'city', 'state', 'zip_code', 'employer', 'occupation', 'transaction_dt', 'transaction_amt', 'other_id', 'tran_id', 'file_num', 'memo_cd', 'memo_text', 'sub_id']"
266,1,0,4,0,10,0,2016,0,14,0,15,0,60,206,4958,297493,fec,oth10,10,"['cmte_id', 'amndt_ind', 'rpt_tp', 'transaction_pgi', 'image_num', 'transaction_tp', 'entity_tp', 'name', 'city', 'state', 'zip_code', 'employer', 'occupation', 'transaction_dt', 'transaction_amt', 'other_id', 'tran_id', 'file_num', 'memo_cd', 'memo_text', 'sub_id']"
266,0,0,3,0,10,0,2016,0,20,0,19,0,77,205,4938,296298,fec,oth12,10,"['cmte_id', 'amndt_ind', 'rpt_tp', 'transaction_pgi', 'image_num', 'transaction_tp', 'entity_tp', 'name', 'city', 'state', 'zip_code', 'employer', 'occupation', 'transaction_dt', 'transaction_amt', 'other_id', 'tran_id', 'file_num', 'memo_cd', 'memo_text', 'sub_id']"
266,0,0,3,0,10,0,2016,0,34,0,17,0,70,205,4937,296192,fec,oth14,10,"['cmte_id', 'amndt_ind', 'rpt_tp', 'transaction_pgi', 'image_num', 'transaction_tp', 'entity_tp', 'name', 'city', 'state', 'zip_code', 'employer', 'occupation', 'transaction_dt', 'transaction_amt', 'other_id', 'tran_id', 'file_num', 'memo_cd', 'memo_text', 'sub_id']"
266,4,0,23,0,9,0,2016,0,47,0,13,0,55,195,4693,281565,fec,oth16,36,"['cmte_id', 'amndt_ind', 'rpt_tp', 'transaction_pgi', 'image_num', 'transaction_tp', 'entity_tp', 'name', 'city', 'state', 'zip_code', 'employer', 'occupation', 'transaction_dt', 'transaction_amt', 'other_id', 'tran_id', 'file_num', 'memo_cd', 'memo_text', 'sub_id']"
266,0,0,1,0,1,0,2018,0,17,0,17,0,69,660,15856,951376,fec,oth18,22,"['cmte_id', 'amndt_ind', 'rpt_tp', 'transaction_pgi', 'image_num', 'transaction_tp', 'entity_tp', 'name', 'city', 'state', 'zip_code', 'employer', 'occupation', 'transaction_dt', 'transaction_amt', 'other_id', 'tran_id', 'file_num', 'memo_cd', 'memo_text', 'sub_id']"
266,1,0,4,0,10,0,2016,0,11,0,17,0,68,206,4960,297609,fec,oth80,10,"['cmte_id', 'amndt_ind', 'rpt_tp', 'transaction_pgi', 'image_num', 'transaction_tp', 'entity_tp', 'name', 'city', 'state', 'zip_code', 'employer', 'occupation', 'transaction_dt', 'transaction_amt', 'other_id', 'tran_id', 'file_num', 'memo_cd', 'memo_text', 'sub_id']"
266,1,0,4,0,10,0,2016,0,29,0,17,0,69,206,4960,297627,fec,oth82,10,"['cmte_id', 'amndt_ind', 'rpt_tp', 'transaction_pgi', 'image_num', 'transaction_tp', 'entity_tp', 'name', 'city', 'state', 'zip_code', 'employer', 'occupation', 'transaction_dt', 'transaction_amt', 'other_id', 'tran_id', 'file_num', 'memo_cd', 'memo_text', 'sub_id']"
266,2,0,5,0,10,0,2016,0,51,0,14,0,59,207,4982,298909,fec,oth84,10,"['cmte_id', 'amndt_ind', 'rpt_tp', 'transaction_pgi', 'image_num', 'transaction_tp', 'entity_tp', 'name', 'city', 'state', 'zip_code', 'employer', 'occupation', 'transaction_dt', 'transaction_amt', 'other_id', 'tran_id', 'file_num', 'memo_cd', 'memo_text', 'sub_id']"
266,1,0,4,0,10,0,2016,0,35,0,19,0,78,206,4963,297753,fec,oth86,10,"['cmte_id', 'amndt_ind', 'rpt_tp', 'transaction_pgi', 'image_num', 'transaction_tp', 'entity_tp', 'name', 'city', 'state', 'zip_code', 'employer', 'occupation', 'transaction_dt', 'transaction_amt', 'other_id', 'tran_id', 'file_num', 'memo_cd', 'memo_text', 'sub_id']"
266,2,0,5,0,10,0,2016,0,48,0,14,0,59,207,4982,298906,fec,oth88,10,"['cmte_id', 'amndt_ind', 'rpt_tp', 'transaction_pgi', 'image_num', 'transaction_tp', 'entity_tp', 'name', 'city', 'state', 'zip_code', 'employer', 'occupation', 'transaction_dt', 'transaction_amt', 'other_id', 'tran_id', 'file_num', 'memo_cd', 'memo_text', 'sub_id']"
266,0,0,3,0,10,0,2016,0,41,0,17,0,70,205,4937,296199,fec,oth90,10,"['cmte_id', 'amndt_ind', 'rpt_tp', 'transaction_pgi', 'image_num', 'transaction_tp', 'entity_tp', 'name', 'city', 'state', 'zip_code', 'employer', 'occupation', 'transaction_dt', 'transaction_amt', 'other_id', 'tran_id', 'file_num', 'memo_cd', 'memo_text', 'sub_id']"
266,0,0,3,0,10,0,2016,0,25,0,19,0,77,205,4938,296304,fec,oth92,10,"['cmte_id', 'amndt_ind', 'rpt_tp', 'transaction_pgi', 'image_num', 'transaction_tp', 'entity_tp', 'name', 'city', 'state', 'zip_code', 'employer', 'occupation', 'transaction_dt', 'transaction_amt', 'other_id', 'tran_id', 'file_num', 'memo_cd', 'memo_text', 'sub_id']"
266,1,0,4,0,10,0,2016,0,4,0,19,0,76,206,4962,297722,fec,oth94,10,"['cmte_id', 'amndt_ind', 'rpt_tp', 'transaction_pgi', 'image_num', 'transaction_tp', 'entity_tp', 'name', 'city', 'state', 'zip_code', 'employer', 'occupation', 'transaction_dt', 'transaction_amt', 'other_id', 'tran_id', 'file_num', 'memo_cd', 'memo_text', 'sub_id']"
266,2,0,5,0,10,0,2016,0,44,0,16,0,66,207,4984,299022,fec,oth96,10,"['cmte_id', 'amndt_ind', 'rpt_tp', 'transaction_pgi', 'image_num', 'transaction_tp', 'entity_tp', 'name', 'city', 'state', 'zip_code', 'employer', 'occupation', 'transaction_dt', 'transaction_amt', 'other_id', 'tran_id', 'file_num', 'memo_cd', 'memo_text', 'sub_id']"
266,2,0,5,0,10,0,2016,0,47,0,17,0,71,207,4985,299085,fec,oth98,10,"['cmte_id', 'amndt_ind', 'rpt_tp', 'transaction_pgi', 'image_num', 'transaction_tp', 'entity_tp', 'name', 'city', 'state', 'zip_code', 'employer', 'occupation', 'transaction_dt', 'transaction_amt', 'other_id', 'tran_id', 'file_num', 'memo_cd', 'memo_text', 'sub_id']"
277,2,0,5,0,10,0,2016,0,35,0,18,0,74,207,4986,299133,fec,pas200,10,"['cmte_id', 'amndt_ind', 'rpt_tp', 'transaction_pgi', 'image_num', 'transaction_tp', 'entity_tp', 'name', 'city', 'state', 'zip_code', 'employer', 'occupation', 'transaction_dt', 'transaction_amt', 'other_id', 'cand_id', 'tran_id', 'file_num', 'memo_cd', 'memo_text', 'sub_id']"
277,2,0,5,0,10,0,2016,0,9,0,17,0,68,207,4984,299047,fec,pas202,10,"['cmte_id', 'amndt_ind', 'rpt_tp', 'transaction_pgi', 'image_num', 'transaction_tp', 'entity_tp', 'name', 'city', 'state', 'zip_code', 'employer', 'occupation', 'transaction_dt', 'transaction_amt', 'other_id', 'cand_id', 'tran_id', 'file_num', 'memo_cd', 'memo_text', 'sub_id']"
277,0,0,3,0,10,0,2016,0,25,0,19,0,77,205,4938,296303,fec,pas204,10,"['cmte_id', 'amndt_ind', 'rpt_tp', 'transaction_pgi', 'image_num', 'transaction_tp', 'entity_tp', 'name', 'city', 'state', 'zip_code', 'employer', 'occupation', 'transaction_dt', 'transaction_amt', 'other_id', 'cand_id', 'tran_id', 'file_num', 'memo_cd', 'memo_text', 'sub_id']"
277,2,0,5,0,10,0,2016,0,7,0,14,0,56,207,4981,298865,fec,pas206,10,"['cmte_id', 'amndt_ind', 'rpt_tp', 'transaction_pgi', 'image_num', 'transaction_tp', 'entity_tp', 'name', 'city', 'state', 'zip_code', 'employer', 'occupation', 'transaction_dt', 'transaction_amt', 'other_id', 'cand_id', 'tran_id', 'file_num', 'memo_cd', 'memo_text', 'sub_id']"
277,1,0,4,0,10,0,2016,0,36,0,18,0,74,206,4962,297694,fec,pas208,10,"['cmte_id', 'amndt_ind', 'rpt_tp', 'transaction_pgi', 'image_num', 'transaction_tp', 'entity_tp', 'name', 'city', 'state', 'zip_code', 'employer', 'occupation', 'transaction_dt', 'transaction_amt', 'other_id', 'cand_id', 'tran_id', 'file_num', 'memo_cd', 'memo_text', 'sub_id']"
277,1,0,4,0,10,0,2016,0,12,0,15,0,60,206,4958,297490,fec,pas210,10,"['cmte_id', 'amndt_ind', 'rpt_tp', 'transaction_pgi', 'image_num', 'transaction_tp', 'entity_tp', 'name', 'city', 'state', 'zip_code', 'employer', 'occupation', 'transaction_dt', 'transaction_amt', 'other_id', 'cand_id', 'tran_id', 'file_num', 'memo_cd', 'memo_text', 'sub_id']"
277,0,0,3,0,10,0,2016,0,17,0,19,0,77,205,4938,296295,fec,pas212,10,"['cmte_id', 'amndt_ind', 'rpt_tp', 'transaction_pgi', 'image_num', 'transaction_tp', 'entity_tp', 'name', 'city', 'state', 'zip_code', 'employer', 'occupation', 'transaction_dt', 'transaction_amt', 'other_id', 'cand_id', 'tran_id', 'file_num', 'memo_cd', 'memo_text', 'sub_id']"
277,0,0,3,0,10,0,2016,0,32,0,17,0,70,205,4937,296190,fec,pas214,10,"['cmte_id', 'amndt_ind', 'rpt_tp', 'transaction_pgi', 'image_num', 'transaction_tp', 'entity_tp', 'name', 'city', 'state', 'zip_code', 'employer', 'occupation', 'transaction_dt', 'transaction_amt', 'other_id', 'cand_id', 'tran_id', 'file_num', 'memo_cd', 'memo_text', 'sub_id']"
277,4,0,23,0,9,0,2016,0,15,0,14,0,57,195,4693,281593,fec,pas216,36,"['cmte_id', 'amndt_ind', 'rpt_tp', 'transaction_pgi', 'image_num', 'transaction_tp', 'entity_tp', 'name', 'city', 'state', 'zip_code', 'employer', 'occupation', 'transaction_dt', 'transaction_amt', 'other_id', 'cand_id', 'tran_id', 'file_num', 'memo_cd', 'memo_text', 'sub_id']"
277,0,0,1,0,1,0,2018,0,15,0,17,0,69,660,15856,951373,fec,pas218,22,"['cmte_id', 'amndt_ind', 'rpt_tp', 'transaction_pgi', 'image_num', 'transaction_tp', 'entity_tp', 'name', 'city', 'state', 'zip_code', 'employer', 'occupation', 'transaction_dt', 'transaction_amt', 'other_id', 'cand_id', 'tran_id', 'file_num', 'memo_cd', 'memo_text', 'sub_id']"
277,0,0,3,0,10,0,2016,0,31,0,16,0,66,205,4935,296130,fec,pas280,10,"['cmte_id', 'amndt_ind', 'rpt_tp', 'transaction_pgi', 'image_num', 'transaction_tp', 'entity_tp', 'name', 'city', 'state', 'zip_code', 'employer', 'occupation', 'transaction_dt', 'transaction_amt', 'other_id', 'cand_id', 'tran_id', 'file_num', 'memo_cd', 'memo_text', 'sub_id']"
277,0,0,3,0,10,0,2016,0,39,0,18,0,74,205,4938,296257,fec,pas282,10,"['cmte_id', 'amndt_ind', 'rpt_tp', 'transaction_pgi', 'image_num', 'transaction_tp', 'entity_tp', 'name', 'city', 'state', 'zip_code', 'employer', 'occupation', 'transaction_dt', 'transaction_amt', 'other_id', 'cand_id', 'tran_id', 'file_num', 'memo_cd', 'memo_text', 'sub_id']"
277,2,0,5,0,10,0,2016,0,47,0,14,0,59,207,4982,298905,fec,pas284,10,"['cmte_id', 'amndt_ind', 'rpt_tp', 'transaction_pgi', 'image_num', 'transaction_tp', 'entity_tp', 'name', 'city', 'state', 'zip_code', 'employer', 'occupation', 'transaction_dt', 'transaction_amt', 'other_id', 'cand_id', 'tran_id', 'file_num', 'memo_cd', 'memo_text', 'sub_id']"
277,1,0,4,0,10,0,2016,0,34,0,19,0,78,206,4963,297752,fec,pas286,10,"['cmte_id', 'amndt_ind', 'rpt_tp', 'transaction_pgi', 'image_num', 'transaction_tp', 'entity_tp', 'name', 'city', 'state', 'zip_code', 'employer', 'occupation', 'transaction_dt', 'transaction_amt', 'other_id', 'cand_id', 'tran_id', 'file_num', 'memo_cd', 'memo_text', 'sub_id']"
277,2,0,5,0,10,0,2016,0,47,0,14,0,59,207,4982,298905,fec,pas288,10,"['cmte_id', 'amndt_ind', 'rpt_tp', 'transaction_pgi', 'image_num', 'transaction_tp', 'entity_tp', 'name', 'city', 'state', 'zip_code', 'employer', 'occupation', 'transaction_dt', 'transaction_amt', 'other_id', 'cand_id', 'tran_id', 'file_num', 'memo_cd', 'memo_text', 'sub_id']"
277,0,0,3,0,10,0,2016,0,24,0,17,0,69,205,4936,296182,fec,pas290,10,"['cmte_id', 'amndt_ind', 'rpt_tp', 'transaction_pgi', 'image_num', 'transaction_tp', 'entity_tp', 'name', 'city', 'state', 'zip_code', 'employer', 'occupation', 'transaction_dt', 'transaction_amt', 'other_id', 'cand_id', 'tran_id', 'file_num', 'memo_cd', 'memo_text', 'sub_id']"
277,0,0,3,0,10,0,2016,0,40,0,18,0,74,205,4938,296258,fec,pas292,10,"['cmte_id', 'amndt_ind', 'rpt_tp', 'transaction_pgi', 'image_num', 'transaction_tp', 'entity_tp', 'name', 'city', 'state', 'zip_code', 'employer', 'occupation', 'transaction_dt', 'transaction_amt', 'other_id', 'cand_id', 'tran_id', 'file_num', 'memo_cd', 'memo_text', 'sub_id']"
277,1,0,4,0,10,0,2016,0,3,0,19,0,76,206,4962,297721,fec,pas294,10,"['cmte_id', 'amndt_ind', 'rpt_tp', 'transaction_pgi', 'image_num', 'transaction_tp', 'entity_tp', 'name', 'city', 'state', 'zip_code', 'employer', 'occupation', 'transaction_dt', 'transaction_amt', 'other_id', 'cand_id', 'tran_id', 'file_num', 'memo_cd', 'memo_text', 'sub_id']"
277,2,0,5,0,10,0,2016,0,39,0,16,0,66,207,4984,299017,fec,pas296,10,"['cmte_id', 'amndt_ind', 'rpt_tp', 'transaction_pgi', 'image_num', 'transaction_tp', 'entity_tp', 'name', 'city', 'state', 'zip_code', 'employer', 'occupation', 'transaction_dt', 'transaction_amt', 'other_id', 'cand_id', 'tran_id', 'file_num', 'memo_cd', 'memo_text', 'sub_id']"
277,2,0,5,0,10,0,2016,0,46,0,17,0,71,207,4985,299084,fec,pas298,10,"['cmte_id', 'amndt_ind', 'rpt_tp', 'transaction_pgi', 'image_num', 'transaction_tp', 'entity_tp', 'name', 'city', 'state', 'zip_code', 'employer', 'occupation', 'transaction_dt', 'transaction_amt', 'other_id', 'cand_id', 'tran_id', 'file_num', 'memo_cd', 'memo_text', 'sub_id']"
423,2,0,29,0,3,0,2017,0,59,0,1,0,7,382,9169,550137,genomics_cannabis,MNPR01_201703,40,"['reference_name', 'start', 'end', 'reference_bases', 'alternate_bases', 'variant_id', 'quality', 'filter', 'names', 'call', 'AB', 'ABP', 'AC', 'AF', 'AN', 'AO', 'CIGAR', 'DP', 'DPB', 'DPRA', 'EPP', 'EPPR', 'GTI', 'LEN', 'MEANALT', 'MQM', 'MQMR', 'NS', 'NUMALT', 'ODDS', 'PAIRED', 'PAIREDR', 'PAO', 'PQA', 'PQR', 'PRO', 'QA', 'QR', 'RO', 'RPL', 'RPP', 'RPPR', 'RPR', 'RUN', 'SAF', 'SAP', 'SAR', 'SRF', 'SRP', 'SRR', 'TYPE']"
18,2,0,29,0,3,0,2017,0,19,0,2,0,9,382,9169,550157,genomics_cannabis,MNPR01_reference_201703,40,"['name', 'length']"
